Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P39990	P46973	SNU13	HIT1		J1705	S000000752	S000003816	25170085:0091:LC|25170085:0004:LC|25170085:0401:LC|27594683:0018:LC
P39990	Q08932	SNU13	RSA1			S000000752	S000006114	18268104:0096:LC|25404746:0114:LC|25170085:0004:LC|25170085:0401:LC|24234454:0018:LC|24234454:0401:LC|18268104:0018:LC|25170085:0096:LC|24234454:0096:LC
P39990	Q12460	SNU13	NOP56		L8167.9	S000000752	S000004187	29054886:0397:LC|15670595:0018:LC|18268104:0018:LC
P39990	Q12499	SNU13	NOP58		O6108	S000000752	S000005837	15670595:0018:LC|18268104:0018:LC
P39992	P54786	P39992	ZDS2		YM8339.10	S000000749	S000004577	14690591:0397:LC
P39993	P39993	GEA2	GEA2			S000000748	S000000748	11888276:0114:LC
P39995	P43572	EAF5	EPL1			S000000744	S000001870	21984211:0096:LC|21984211:0114:LC|11805826:0676:LC|21984211:0004:LC|11805826:0004:LC|11805826:0007:LC
P39995	Q08649	EAF5	ESA1		O5257	S000000744	S000005770	15485911:0096:LC|11604499:0401:LC|15485911:0007:LC
P39996	P39996	GTT3	GTT3			S000000743	S000000743	10655498:0018:LC
P39998	P39998	EDC3	EDC3			S000000741	S000000741	11967834:0655:LC|17984320:0018:LC
P39998	P53550	EDC3	DCP2		N1917	S000000741	S000005062	17984320:0096:LC|17984320:0004:LC|23956223:0018:LC|11805826:0004:LC|17984320:0018:LC|26184073:0018:LC|11805826:0676:LC|11805826:0007:LC
P39998	Q12517	EDC3	DCP1			S000000741	S000005509	17984320:0018:LC
P39998	Q3E7X9	EDC3	RPS28A		O3600	S000000741	S000005693	23956223:0018:LC|23956223:0096:LC|23956223:0401:LC
P40003	P48232	VAB2	SNN1		N2254	S000000731	S000005030	23547030:0428:LC|23547030:0401:LC|23547030:0004:LC
P40003	P53158	VAB2	KXD1			S000000731	S000003047	23547030:0428:LC|23547030:0401:LC|23547030:0004:LC
P40005	P48363	GIM4	PAC10			S000000729	S000003310	9463374:0018:LC|9878052:0007:LC|9463374:0004:LC
P40007	Q08235	NOP16	BRX1			S000000804	S000005437	22615397:0090:LC
P40010	P40991	NUG1	NOP2		N2428|YNL2428W	S000000808	S000005005	11805837:0004:LC|11805826:0007:LC|11805826:0004:LC|11805826:0676:LC|11805837:0007:LC
P40010	P53313	NUG1	SDA1			S000000808	S000003477	11805826:0007:LC|23142978:0401:LC|11805826:0004:LC|11805826:0676:LC
P40010	Q08004	NUG1	BUD20			S000000808	S000004064	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40011	P40011	P40011	P40011			S000000812	S000000812	16195557:0114:LC
P40013	P40013	BIM1	BIM1			S000000818	S000000818	16571681:0018:LC|11805826:0676:LC|11805826:0007:LC|22461628:0114:LC|16571681:0004:LC
P40013	P46675	BIM1	STU2		L2108	S000000818	S000004035	16571681:0018:LC|9606209:0018:LC|16571681:0004:LC
P40014	P40014	SPC25	SPC25			S000000820	S000000820	23334295:0114:LC|11179222:0018:LC
P40014	P40460	SPC25	NDC80			S000000820	S000001406	11952896:0004:LC|15809444:0091:LC|15809444:0040:LC|27851957:0114:LC|11179222:0018:LC|11179222:0004:LC|23277429:0401:LC|14633972:0401:LC|11952896:0018:LC|11952896:0676:LC
P40014	P40568	SPC25	DSN1		YIB10W	S000000820	S000001449	27881300:0114:LC|23334295:0071:LC|24930965:0055:LC
P40014	P43618	SPC25	CNN1			S000000820	S000001942	25716979:0018:LC|23334295:0096:LC|23334295:0065:LC|23334295:0114:LC|22561346:0401:LC|22561346:0004:LC|23334295:0071:LC|25716979:0096:LC
P40014	P53148	SPC25	SPC105			S000000820	S000003061	24930965:0055:LC
P40014	Q04477	SPC25	SPC24		YM9718.16C	S000000820	S000004723	11179222:0004:LC|11952896:0004:LC|15809444:0091:LC|23334295:0114:LC|11805837:0007:LC|27851957:0114:LC|23334295:0096:LC|15809444:0096:LC|23623551:0090:LC|11179222:0018:LC|11805837:0004:LC|16765893:0077:LC|27881300:0114:LC|11179222:0019:LC|23267104:0946:LC|PDB_2FTX:0114:LC|16765893:0114:LC|23334295:0071:LC|11179222:0007:LC|11952896:0018:LC|11952896:0676:LC|24930965:0055:LC|9520439:0018:LC
P40016	P43588	RPN3	RPN11			S000000823	S000001900	26744777:0401:LC|19446323:0404:LC|22215586:0401:LC|26929360:0401:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P40016	P53196	RPN3	RPN14			S000000823	S000002972	19446323:0007:LC|11805837:0004:LC|19446323:0004:LC|11805837:0007:LC
P40016	Q06103	RPN3	RPN7		P8283.8	S000000823	S000006312	19446323:0007:LC|11742986:0018:LC|19446323:0004:LC
P40016	Q12250	RPN3	RPN5		D1572	S000000823	S000002306	25919710:0090:LC|11805826:0004:LC|26451487:0401:LC|11805826:0676:LC|11805826:0007:LC
P40016	Q12377	RPN3	RPN6		D2381	S000000823	S000002255	11805826:0004:LC|11805826:0676:LC|10873636:0401:LC|9741626:0401:LC|11805826:0007:LC
P40018	P43321	SMB1	SMD3		L9634.6	S000000831	S000004137	10428970:0018:LC|9528767:0096:LC|10377396:0401:LC|9528767:0018:LC
P40019	Q12692	CHZ1	HTZ1		O2345	S000000832	S000005372	19385041:0114:LC|18641662:0114:LC
P40020	P42073	FIR1	REF2		YD9346.06	S000000834	S000002603	7862160:0018:LC|9196079:0018:LC
P40020	Q04477	FIR1	SPC24		YM9718.16C	S000000834	S000004723	9520439:0018:LC
P40020	Q12306	FIR1	SMT3		D9719.15	S000000834	S000002918	17728242:0018:LC|17728242:0004:LC|15590687:0004:LC|15590687:0018:LC|17728242:0096:LC
P40026	Q03718	KRE29	NSE5			S000000840	S000004485	21642432:0018:LC|14690591:0004:LC|19141609:0401:LC|19141609:0018:LC|14690591:0096:LC|27215325:0018:LC|19141609:0096:LC|27056668:0018:LC|14690591:0018:LC|14690591:0397:LC
P40026	Q08204	KRE29	SMC5			S000000840	S000005394	21642432:0018:LC|19141609:0401:LC|19141609:0018:LC
P40029	P40029	MXR1	MXR1			S000000844	S000000844	21345799:0114:LC
P40030	P40030	ERG28	ERG28			S000000846	S000000846	15995173:0018:LC|16300994:0090:LC|16300994:0112:LC|16300994:0004:LC
P40030	P53045	ERG28	ERG25			S000000846	S000003292	16300994:0004:LC|12119386:0019:LC|12119386:0004:LC|15995173:0004:LC|15995173:0018:LC|16300994:0090:LC|12119386:0006:LC|16300994:0112:LC
P40030	P53199	ERG28	ERG26			S000000846	S000002969	16300994:0004:LC|12119386:0027:LC|15995173:0018:LC|16300994:0090:LC|16300994:0112:LC|12119386:0007:LC
P40030	Q12452	ERG28	ERG27			S000000846	S000004090	16300994:0004:LC|12119386:0027:LC|16300994:0112:LC|12119386:0004:LC|15995173:0018:LC|16300994:0090:LC|12119386:0025:LC|12119386:0007:LC
P40045	P40563	TDA2	AIM21		YIB3W	S000000873	S000001442	28706108:0401:LC|28706108:0096:LC
P40048	Q00772	PTP3	SLT2			S000000877	S000001072	10523653:0004:LC|10523653:0415:LC|11923319:0415:LC|10523653:0096:LC
P40054	P40054	SER3	SER3			S000000883	S000000883	11805826:0007:LC
P40054	P40510	SER3	SER33			S000000883	S000001336	11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P40055	P42945	UTP7	UTP10		J0808	S000000884	S000003645	11805837:0004:LC|29054886:0397:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40055	P47083	UTP7	MPP10		J1411|YJR83.5	S000000884	S000003762	11805826:0004:LC|11805826:0676:LC|12068309:0007:LC|11805826:0007:LC|12068309:0004:LC|12068309:0416:LC
P40055	P53254	UTP7	UTP22			S000000884	S000003322	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40055	P53914	UTP7	NAT10		N1216|N1858	S000000884	S000005076	11805837:0004:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|11805837:0007:LC
P40055	Q02931	UTP7	NAN1			S000000884	S000006047	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40055	Q12460	UTP7	NOP56		L8167.9	S000000884	S000004187	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40056	P53192	GET2	GET1			S000000885	S000002988	18724936:0007:LC|21719644:0114:LC
P40056	Q12154	GET2	GET3		D2371	S000000885	S000002258	21866104:0071:LC|21835666:0401:LC|21866104:0055:LC|21835666:0096:LC|11805837:0004:LC|21866104:0114:LC|21866104:0104:LC|21719644:0114:LC|21719644:0096:LC|11805837:0007:LC|21866104:0096:LC
P40060	P53115	IES5	INO80		G1880	S000000894	S000003118	14645854:0007:LC|24034245:0007:LC
P40060	P60010	IES5	ACT1			S000000894	S000001855	24034246:0029:LC|24034245:0040:LC|24034245:0030:LC
P40060	Q03435	IES5	NHP10		YD8119.05C	S000000894	S000002160	11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P40061	P41318	TSC11	LST8		N2005	S000000895	S000004951	12408816:0004:LC|14736892:0004:LC|14736892:0007:LC|14736892:0019:LC|12408816:0007:LC
P40064	Q03790	NUP157	NUP53		YM8520.02	S000000907	S000004762	21784248:0018:LC
P40066	Q02630	GLE2	NUP116		YM9532.12C	S000000909	S000004650	8970155:0018:LC|9151683:0019:LC|10684247:0401:LC|9151683:0004:LC|9450961:0096:LC|9450961:0401:LC
P40070	P40089	LSM4	LSM5			S000000914	S000000948	10428970:0018:LC|10428970:0019:LC|10428970:0004:LC
P40070	P47017	LSM4	LSM1		J0714	S000000914	S000003660	10428970:0018:LC|10428970:0019:LC|10747033:0004:LC|17513695:0401:LC|11805826:0676:LC|10747033:0401:LC|11805826:0004:LC|11805826:0007:LC|10428970:0004:LC|18719247:0401:LC
P40070	P47093	LSM4	LSM8		J1464|YJR83.16	S000000914	S000003783	10428970:0018:LC|10747033:0019:LC|23267104:0946:LC|10428970:0019:LC|10747033:0401:LC|10747033:0004:LC|10428970:0004:LC
P40070	P53849	LSM4	GIS2		N0852	S000000914	S000005199	22615397:0090:LC
P40070	P53905	LSM4	LSM7		N1202|N1780	S000000914	S000005091	10428970:0018:LC|10428970:0019:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC|10428970:0004:LC
P40070	P57743	LSM4	LSM3			S000000914	S000006434	10428970:0018:LC|10428970:0019:LC|10747033:0401:LC|10747033:0004:LC|10428970:0004:LC
P40070	Q06406	LSM4	LSM6		D9481.18	S000000914	S000002786	10428970:0018:LC|10428970:0019:LC|10428970:0004:LC
P40070	Q12517	LSM4	DCP1			S000000914	S000005509	10761922:0019:LC|10761922:0004:LC
P40071	Q12270	TMN3	RBD2			S000000915	S000006167	22615397:0090:LC
P40072	Q12306	SLX8	SMT3		D9719.15	S000000918	S000002918	17669696:0018:LC|17848550:0415:LC
P40073	P40073	SHO1	SHO1			S000000920	S000000920	22623719:0090:LC|22623719:0112:LC
P40073	P53901	SHO1	INN1		N1765	S000000920	S000005096	22623719:0090:LC|22623719:0096:LC|22623719:0112:LC
P40073	Q05080	SHO1	HOF1		YM9973.05	S000000920	S000004635	22623719:0090:LC|22623719:0096:LC|22623719:0112:LC
P40073	Q07533	SHO1	CYK3			S000000920	S000002275	22623719:0090:LC|22623719:0096:LC|22623719:0112:LC
P40075	Q12451	SCS2	OSH2		D2845	S000000922	S000002177	24366873:0112:LC|11805826:0676:LC|11805826:0004:LC|24366873:0090:LC|11805826:0007:LC
P40077	P54786	DSE1	ZDS2	SYGP-ORF48	YM8339.10	S000000926	S000004577	14690591:0397:LC
P40078	P40078	NSA2	NSA2	SYGP-ORF47	SYGP-ORF47	S000000928	S000000928	16861225:0018:LC|11805826:0007:LC
P40078	P40693	NSA2	RLP7	SYGP-ORF47	N2014	S000000928	S000004947	11805826:0676:LC|11805826:0004:LC|11805826:0007:LC|24129494:0018:LC
P40078	P53188	NSA2	CGR1	SYGP-ORF47		S000000928	S000002997	25877921:1356:LC|25877921:0397:LC|25877921:0018:LC|22615397:0090:LC
P40078	P53313	NSA2	SDA1	SYGP-ORF47		S000000928	S000003477	23142978:0401:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC
P40078	P53927	NSA2	NOP15	SYGP-ORF47	N1954	S000000928	S000005054	25877921:1356:LC|25877921:0397:LC|11805826:0004:LC|25877921:0018:LC|11805826:0676:LC|11805826:0007:LC
P40078	Q02892	NSA2	NOG1	SYGP-ORF47	LPG15W	S000000928	S000006014	16861225:0004:LC|25877921:1356:LC|25877921:0397:LC|11805826:0004:LC|25877921:0018:LC|19737519:0028:LC|16861225:0018:LC|11805826:0676:LC|11805826:0007:LC
P40078	Q03532	NSA2	HAS1	SYGP-ORF47		S000000928	S000004903	25877921:1356:LC|25877921:0397:LC|11805826:0004:LC|25877921:0018:LC|11805826:0676:LC|11805826:0007:LC
P40078	Q08004	NSA2	BUD20	SYGP-ORF47		S000000928	S000004064	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40079	P40362	LCP5	UTP18	SYGP-ORF43	HRE594|J1098	S000000929	S000003605	11805837:0004:LC|29054886:0397:LC|11805837:0007:LC
P40080	P40080	VFA1	VFA1	SYGP-ORF44	SYGP-ORF44	S000000930	S000000930	27075672:0114:LC
P40080	P52917	VFA1	VPS4	SYGP-ORF44	P9705.10	S000000930	S000006377	24567329:0096:LC|24567329:0114:LC|27075672:0114:LC
P40084	P40084	RTR1	RTR1			S000000941	S000000941	26933063:0114:LC
P40087	P40087	DDI1	DDI1			S000000945	S000000945	27646017:0096:LC|17010377:0096:LC|17010377:0114:LC|27646017:0114:LC
P40088	Q06170	FTR1	Q06170			S000000947	S000004318	22615397:0090:LC
P40088	Q12335	FTR1	PST2		D3422|YD9673.02C	S000000947	S000002439	22615397:0090:LC
P40089	P40089	LSM5	LSM5			S000000948	S000000948	10428970:0018:LC|11805826:0007:LC
P40089	P47017	LSM5	LSM1		J0714	S000000948	S000003660	10428970:0018:LC|14759368:0007:LC|17513695:0401:LC|10747033:0401:LC|23267104:0946:LC|11805826:0004:LC|10747033:0004:LC|14759368:0004:LC|18719247:0401:LC|11805826:0676:LC|11805826:0007:LC
P40089	P47093	LSM5	LSM8		J1464|YJR83.16	S000000948	S000003783	10428970:0018:LC
P40089	P53905	LSM5	LSM7		N1202|N1780	S000000948	S000005091	10428970:0018:LC|10655498:0018:LC
P40089	P57743	LSM5	LSM3			S000000948	S000006434	10428970:0018:LC|10747033:0401:LC|10747033:0004:LC
P40089	Q06406	LSM5	LSM6		D9481.18	S000000948	S000002786	10428970:0018:LC|14759368:0007:LC|23267104:0946:LC|14759368:0004:LC|10655498:0018:LC
P40090	Q04002	SCC4	SCC2		YD9395.14	S000000949	S000002588	10882066:0004:LC|10882066:0019:LC|10882066:0007:LC|10882066:0416:LC|28938124:0114:LC|26038942:0114:LC|26038942:0096:LC
P40091	P41697	PEA2	BUD6		L8543.5	S000000951	S000004311	19591838:0018:LC|9632790:0018:LC
P40094	P40094	COG3	COG3			S000000959	S000000959	22615397:0090:LC
P40094	P53079	COG3	COG1			S000000959	S000003191	20972446:0020:LC|12006647:0004:LC|12006647:0071:LC|12006647:0019:LC|20972446:0096:LC|15932880:0071:LC|20972446:0226:LC|20972446:0071:LC|15932880:0018:LC|15932880:0096:LC
P40094	P53271	COG3	COG2		G6324	S000000959	S000003352	20972446:0020:LC|99443788:0019:LC|15932880:0096:LC|12011112:0404:LC|20972446:0226:LC|11733049:0401:LC|12006647:0071:LC|10512869:0401:LC|20972446:0004:LC|15932880:0018:LC|15932880:0004:LC|12011112:0676:LC|11733049:0018:LC|11733049:0004:LC|12006647:0401:LC|20029762:0018:LC|10512869:0071:LC|15932880:0071:LC|20972446:0071:LC|10562277:0018:LC|11733049:0071:LC|15932880:0676:LC|20972446:0096:LC|11733049:0019:LC|12011112:0004:LC|10512869:0019:LC|10562277:0019:LC|15932880:0006:LC
P40094	Q01590	COG3	SED5			S000000959	S000004016	12011112:0004:LC|12011112:0019:LC|12011112:0096:LC|12011112:0006:LC
P40094	Q06096	COG3	COG4		P8283.16	S000000959	S000006309	11733049:0018:LC|11733049:0401:LC|15932880:0018:LC|11733049:0071:LC
P40096	Q92317	BUR6	NCB2			S000000961	S000002805	10655498:0018:LC|9096360:0226:LC
P40150	P40433	SSB2	PFK26	N1333		S000005153	S000001369	17559233:0007:LC|23332755:0401:LC
P40150	Q08649	SSB2	ESA1	N1333	O5257	S000005153	S000005770	15485911:0007:LC|23332755:0401:LC
P40154	P53115	IES2	INO80	N1315	G1880	S000005159	S000003118	14645854:0007:LC|24034245:0401:LC|24034245:0007:LC
P40154	P60010	IES2	ACT1	N1315		S000005159	S000001855	24034245:0030:LC|24034246:0029:LC|24034245:0040:LC
P40155	P40155	PEX17	PEX17	N1319	N1319	S000005158	S000005158	22615397:0090:LC
P40155	P53112	PEX17	PEX14	N1319	G1870	S000005158	S000003121	16679311:0096:LC|16911527:0276:LC|9425153:0019:LC|9425153:0018:LC|12667447:0004:LC|12667447:0096:LC|16679311:0004:LC|16679311:0018:LC|12667447:0276:LC
P40155	P80667	PEX17	PEX13	N1319	L9470.1	S000005158	S000004181	9425153:0019:LC|12876220:0112:LC|12876220:0090:LC
P40155	Q07418	PEX17	PEX19	N1319	D2528	S000005158	S000002223	16679311:0004:LC|16679311:0018:LC|12876220:0112:LC|12876220:0090:LC
P40155	Q08215	PEX17	PEX15	N1319		S000005158	S000005404	16911527:0401:LC|16911527:0096:LC|12876220:0112:LC|12876220:0090:LC
P40160	P41819	RIO2	DIM1	N1342		S000005151	S000006187	11805826:0007:LC|16738661:0401:LC|11805826:0676:LC|21835981:0114:LC|25294836:0091:LC|11805826:0004:LC
P40160	Q07381	RIO2	TSR1	N1342		S000005151	S000002218	11805826:0007:LC|16738661:0401:LC|11805826:0676:LC|21835981:0114:LC|25294836:0091:LC|11805826:0004:LC
P40160	Q08444	RIO2	NOB1	N1342	YOR29-07	S000005151	S000005582	11805826:0007:LC|16738661:0401:LC|11805826:0676:LC|21835981:0114:LC|25294836:0091:LC|11805826:0004:LC
P40160	Q99216	RIO2	PNO1	N1342	O3513|YOR3513C	S000005151	S000005671	11805826:0007:LC|16738661:0401:LC|11805826:0676:LC|21835981:0114:LC|25294836:0091:LC|11805826:0004:LC
P40161	P40161	RTT106	RTT106	N1346	N1346	S000005150	S000005150	22307274:0077:LC|22307274:0096:LC|22307274:0071:LC|22307274:0114:LC|22198837:0114:LC|22307274:0069:LC
P40161	P61830	RTT106	HHT1|HHT2	N1346	YBR0201|N2749	S000005150	S000004976|S000000214	22198837:0096:LC|22198837:0007:LC|22307274:0676:LC|22307274:0004:LC|22198837:0004:LC|22307274:0077:LC|22307274:0096:LC|24209620:0007:LC
P40164	Q02794	PSY2	STD1	N1366		S000005145	S000005573	24277933:0018:LC
P40165	P40165	P40165	P40165	N1370	N1370	S000005144	S000005144	PDB_1JZT:0114:LC
P40202	P40202	CCS1	CCS1	YM9532.03C	YM9532.03C	S000004641	S000004641	10426947:0114:LC|11524675:0114:LC|28533431:0114:LC|10426947:0401:LC
P40204	P43321	SMX2	SMD3	YFL017BW	L9634.6	S000002965	S000004137	11805826:0676:LC|11805826:0004:LC|10377396:0401:LC|11805826:0007:LC
P40204	Q12330	SMX2	SME1	YFL017BW		S000002965	S000005685	9528767:0096:LC|9528767:0018:LC
P40210	P53152	SIP5	MMS2	YM9375.09		S000004748	S000003055	22615397:0090:LC
P40214	P40466	P40214	FKH1	YM9375.13		S000004752	S000001393	11805837:0004:LC|27257873:0018:LC|11805837:0007:LC
P40217	P40217	TIF34	TIF34	YM9375.16C	YM9375.16C	S000004754	S000004754	22090426:0114:LC
P40217	Q04067	TIF34	TIF35	YM9375.16C	D9461.16	S000004754	S000002837	14759368:0007:LC|25171412:0114:LC|9660829:0018:LC|23105002:0096:LC|23105002:0065:LC|9660829:0004:LC|23267104:0946:LC|12651896:0004:LC|9660829:0096:LC|9362495:0019:LC|14759368:0004:LC|9362495:0018:LC|12651896:0401:LC|23105002:0807:LC|11179233:0401:LC
P40303	P40303	PRE6	PRE6			S000005398	S000005398	18278055:0030:LC|14759368:0004:LC|14759368:0007:LC
P40316	P53197	PDS1	CDH1	YD9727.08C		S000002520	S000002971	23751495:0415:LC|16481473:0415:LC|17632060:0415:LC|17942599:0415:LC|18498748:0415:LC|23372810:0415:LC|15797379:0415:LC|12574115:0415:LC|23707760:0415:LC|16364911:0415:LC|22072716:0415:LC
P40316	Q03018	PDS1	ESP1	YD9727.08C		S000002520	S000003330	9635435:0019:LC|28146474:0114:LC|12050115:0004:LC|12050115:0019:LC|28146474:0096:LC|11433293:0004:LC|9635435:0004:LC|11433293:0019:LC
P40318	P40318	SSM4	SSM4	YI3299.01C|YI9905.18C	YI3299.01C|YI9905.18C	S000001292	S000001292	11641273:0415:LC|27570077:0415:LC
P40318	Q02159	SSM4	UBC7	YI3299.01C|YI9905.18C	YM9711.12	S000001292	S000004624	16179953:0007:LC|16179953:0004:LC|27570077:0415:LC
P40318	Q04228	SSM4	UBX2	YI3299.01C|YI9905.18C	YM9571.05	S000001292	S000004475	16179952:0004:LC|16179952:0007:LC|16179953:0096:LC|16179953:0007:LC|16179953:0004:LC
P40325	P40325	HUA1	HUA1			S000003500	S000003500	10655498:0018:LC
P40327	P40555	RPT2	NAS2	D2920		S000002165	S000001269	24685148:0007:LC|19446323:0018:LC
P40327	P43588	RPT2	RPN11	D2920		S000002165	S000001900	26182356:0401:LC|22215586:0401:LC|26929360:0401:LC|11805826:0004:LC|26182356:0004:LC|11805826:0676:LC|11805826:0007:LC
P40327	P43593	RPT2	UBP6	D2920		S000002165	S000001906	11805826:0676:LC|19446323:0404:LC|11805826:0004:LC|11805826:0007:LC
P40327	P53196	RPT2	RPN14	D2920		S000002165	S000002972	19446323:0007:LC|11805837:0004:LC|19446323:0004:LC|11805837:0007:LC
P40327	Q01939	RPT2	RPT6	D2920		S000002165	S000003016	14759368:0007:LC|14759368:0004:LC
P40327	Q12250	RPT2	RPN5	D2920	D1572	S000002165	S000002306	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40328	Q12230	YTA6	LSP1	LPF11C		S000005995	S000005925	11805837:0004:LC|11805837:0007:LC
P40335	Q92331	PEP8	VPS5	J1152	YOR29-20	S000003589	S000005595	12181349:0019:LC
P40339	P40348	RFC4	RFC2	O0923	J1808	S000005454	S000003829	11805837:0004:LC|8995429:0401:LC|11805826:0004:LC|11805826:0676:LC|14530260:0401:LC|11805837:0007:LC|11805826:0007:LC|11432854:0401:LC|12390024:0401:LC
P40339	P49956	RFC4	CTF18	O0923	YM9582.03C	S000005454	S000004683	11287619:0018:LC|11287619:0019:LC|12909721:0007:LC|11805826:0004:LC|11486023:0004:LC|11805826:0676:LC|11486023:0019:LC|16793392:0401:LC|11486023:0007:LC|11287619:0004:LC|11805826:0007:LC
P40339	Q12050	RFC4	ELG1	O0923	O3510|YOR3510C	S000005454	S000005670	11805837:0004:LC|13678589:0004:LC|12909721:0007:LC|13678589:0019:LC|12912927:0004:LC|12909721:0004:LC|12912927:0007:LC|11805837:0007:LC|12912927:0019:LC
P40342	Q12052	SWM2	TGS1	N2033	P2573	S000005287	S000006078	20621096:0096:LC|20621096:0676:LC|20621096:0018:LC|20621096:0428:LC|26821976:0018:LC|20621096:0004:LC|26074133:0018:LC
P40343	P40343	VPS27	VPS27	N2038	N2038	S000005289	S000005289	12750381:0096:LC|12750381:0114:LC|11805826:0007:LC
P40344	Q08649	ATG3	ESA1	N2040	O5257	S000005290	S000005770	22539722:0004:LC|22539722:0415:LC|19303850:0415:LC
P40347	P40347	LTP1	LTP1	YP9499.28C	YP9499.28C	S000006277	S000006277	7629177:0114:LC|10684639:0114:LC
P40348	P49956	RFC2	CTF18	J1808	YM9582.03C	S000003829	S000004683	11287619:0019:LC|11486023:0004:LC|11486023:0019:LC|16793392:0401:LC|11486023:0007:LC|11287619:0004:LC
P40348	Q12050	RFC2	ELG1	J1808	O3510|YOR3510C	S000003829	S000005670	12912927:0007:LC|13678589:0004:LC|13678589:0019:LC|12912927:0004:LC|12912927:0019:LC|11805826:0676:LC|11805826:0007:LC
P40356	P47822	PGD1	SRB7		D9740.17	S000002993	S000002716	15477388:0018:LC|9420330:0401:LC
P40356	Q08278	PGD1	MED7			S000002993	S000005495	9420330:0401:LC|9420330:0019:LC|10949041:0401:LC
P40356	Q12124	PGD1	MED2		D2930	S000002993	S000002163	9420330:0401:LC|9420330:0019:LC|9874773:0401:LC|11805826:0004:LC|10949041:0401:LC|11805826:0676:LC|11805826:0007:LC|9420330:0004:LC
P40356	Q12321	PGD1	MED1		YP9499.25|YPR063W	S000002993	S000006274	9420330:0401:LC|10949041:0401:LC
P40356	Q12343	PGD1	MED4		O3630	S000002993	S000005700	9420330:0004:LC|9420330:0401:LC|9420330:0019:LC|10949041:0401:LC
P40357	Q03322	SEC9	TLG1		D8035.11	S000003241	S000002876	19591838:0055:LC|19591838:0018:LC
P40357	Q12038	SEC9	SRO7		YP9367.12	S000003241	S000006236	10402465:0007:LC|10402465:0019:LC|10402465:0018:LC|17392788:0004:LC|10402465:0030:LC|17392788:0065:LC|17392788:0006:LC|10402465:0096:LC|17392788:0071:LC|17392788:0018:LC|15964280:0004:LC|15964280:0019:LC|10402465:0004:LC|17392788:0096:LC
P40358	P47069	JEM1	MPS3	HRC558|J1083	J1310|J1315|YJL018W	S000003609	S000003556	18754794:0018:LC|12493774:0018:LC|12493774:0030:LC
P40359	Q01454	PSF2	CTF4	HRF213|J1086	P9659.7	S000003608	S000006339	19661920:0004:LC|24805245:0029:LC|19661920:0096:LC|19661920:0401:LC|24805245:0020:LC|24805245:0071:LC|27397686:0114:LC|14690591:0018:LC|27397686:0004:LC|27397685:0018:LC
P40359	Q03406	PSF2	SLD5	HRF213|J1086		S000003608	S000002897	14690591:0096:LC|24628792:0018:LC|25313033:0401:LC|14690591:0018:LC|14690591:0004:LC|16990792:0007:LC
P40359	Q08032	PSF2	CDC45	HRF213|J1086	L8004.11	S000003608	S000004093	25313033:0401:LC|26854665:0410:LC
P40359	Q12146	PSF2	PSF3	HRF213|J1086		S000003608	S000005506	24628792:0018:LC|16990792:0007:LC
P40359	Q12488	PSF2	PSF1	HRF213|J1086	PZA208|YD8119.18	S000003608	S000002420	14690591:0004:LC|14690591:0397:LC|24805245:0029:LC|24628792:0018:LC|14690591:0096:LC|24805245:0071:LC|14690591:0018:LC|16990792:0007:LC
P40362	P40362	UTP18	UTP18	HRE594|J1098	HRE594|J1098	S000003605	S000003605	14759368:0007:LC|14759368:0004:LC|11805826:0007:LC
P40362	P42945	UTP18	UTP10	HRE594|J1098	J0808	S000003605	S000003645	11805837:0004:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|11805826:0007:LC
P40362	P53254	UTP18	UTP22	HRE594|J1098		S000003605	S000003322	11805837:0004:LC|29054886:0397:LC|11805826:0676:LC|11805837:0007:LC|11805826:0004:LC|29054886:0007:LC|11805826:0007:LC
P40362	P53914	UTP18	NAT10	HRE594|J1098	N1216|N1858	S000003605	S000005076	11805837:0004:LC|29054886:0397:LC|11805837:0007:LC
P40362	Q02354	UTP18	UTP6	HRE594|J1098	D9461.34	S000003605	S000002857	11805837:0004:LC|25501974:0007:LC|14759368:0007:LC|29054886:0397:LC|11805826:0004:LC|27330138:0018:LC|11805837:0007:LC|11805826:0676:LC|18725399:0018:LC|14759368:0004:LC|11805826:0007:LC
